成语5000,,,,
,倾国倾城,,,
,倾国倾城,,,
,倾盆大雨,,,
,倾盆大雨,,,
,倾盆大雨,,,
,倾盆大雨,,,
,卿卿我我,,,
,卿卿我我,,,
,卿卿我我,,,
,蜻蜓点水,,,
,情不自禁,,,
,情随事迁,,,
,情有可原,,,
,晴天霹雳,,,
,晴天霹雳,,,
,晴天霹雳,,,
,顷刻之间,,,
,顷刻之间,,,
,罄竹难书,,,
,罄竹难书,,,
,罄竹难书,,,
,罄竹难书,,,
,罄竹难书,,,
,穷兵黩武,,,
,穷且益坚,,,
,穷途末路,,,
,穷形尽相,,,
,茕茕孑立,,,
,茕茕孑立,,,
,茕茕孑立,,,
,秋毫不犯,,,
,曲肱而枕,,,
,曲突徙薪,,,
,曲突徙薪,,,
,曲突徙薪,,,
,趋之若鹜,,,
,趋之若鹜,,,
,趋之若鹜,,,
,取而代之,,,
,取而代之,,,
,取而代之,,,
,取义成仁,,,
,全力以赴,,,
,全神贯注,,,
,全神贯注,,,
,权宜之计,,,
,拳打脚踢,,,
,犬牙交错,,,
,犬牙交错,,,
,雀屏中选,,,
,鹊返鸾回,,,
,鹊笑鸠舞,,,
,群轻折轴,,,
,群贤毕至,,,
,群蚁排衙,,,
,让枣推梨,,,
,绕树三匝,,,
,热情洋溢,,,
,人浮于事,,,
,人迹罕至,,,
,人杰地灵,,,
,人满为患,,,
,人命危浅,,,
,人情世故,,,
,人声鼎沸,,,
,人声鼎沸,,,
,人心不古,,,
,人心不古,,,
,忍俊不禁,,,
,忍俊不禁,,,
,忍俊不禁,,,
,忍俊不禁,,,
,忍无可忍,,,
,任劳任怨,,,
,任重道远,,,
,日薄西山,,,
,日薄西山,,,
,日月不淹,,,
,容销金镜,,,
,如出一辙,,,
,如出一辙,,,
,如火如荼,,,
,如雷贯耳,,,
,如雷贯耳,,,
,如雷贯耳,,,
,如履薄冰,,,
,如履薄冰,,,
,如履薄冰,,,
,如梦初醒,,,
,如沐春风,,,
,如泣如诉,,,
,如丧考妣,,,
,如丧考妣,,,
,如丧考妣,,,
,如释重负,,,
,如坐春风,,,
,如坐春风,,,
,如坐春风,,,
,如坐春风,,,
,如坐针毡,,,
,孺慕之情,,,
,孺子牛,,,
,入不敷出,,,
,入不敷出,,,
,入木三分,,,
,锐不可当,,,
,锐不可当,,,
,若有若无,,,
,弱冠之年,,,
,撒泼打滚,,,
,塞翁失马,,,
,三顾茅庐,,,
,三缄其口,,,
,三缄其口,,,
,三缄其口,,,
,三人成虎,,,
,三人成虎,,,
,三人成虎,,,
,桑弧蓬矢,,,
,桑间濮上,,,
,桑枢瓮牖,,,
,桑土绸缪,,,
,桑荫不徙,,,
,桑榆非晚,,,
,桑中之约,,,
,搔首弄姿,,,
,瑟瑟发抖,,,
,杀鸡儆猴,,,
,杀鸡儆猴,,,
,杀鸡儆猴,,,
,杀鸡儆猴,,,
,铩羽而归,,,
,煞是好看,,,
,山高月小,,,
,山穷水尽,,,
,姗姗来迟,,,
,闪烁其词,,,
,伤痕累累,,,
,赏⼼悦目,,,
,上下其手,,,
,上下其手,,,
,上行下效,,,
,上行下效,,,
,上行下效,,,
,少不更事,,,
,少不更事,,,
,少见多怪,,,
,舍本逐末,,,
,舍身求法,,,
,舍我其谁,,,
,身材颀伟,,,
,身临其境,,,
,身临其境,,,
,身临其境,,,
,身无长物,,,
,深恶痛绝,,,
,深恶痛绝,,,
,深孚众望,,,
,深孚众望,,,
,深孚众望,,,
,深孚众望,,,
,甚嚣尘上,,,
,甚嚣尘上,,,
,神采奕奕,,,
,神情颓唐,,,
,神通广大,,,
,升堂入室,,,
,生机勃勃,,,
,生灵涂炭,,,
,生灵涂炭,,,
,生灵涂炭,,,
,生气蓬勃,,,
,生生不息,,,
,声名狼藉,,,
,声名鹊起,,,
,声名鹊起,,,
,声名显赫,,,
,胜友如云,,,
,盛筵难再,,,
,尸位素餐,,,
,尸位素餐,,,
,尸位素餐,,,
,失群落伍,,,
,失之东隅,,,
,失之东隅,,,
,失之东隅,,,
,"失之东隅
收之桑榆",,,
,失之东隅，收之桑榆,,,
,失之东隅，收之桑榆,,,
,失之毫厘,,,
,失之毫厘,,,
,失之毫厘,,,
,师心自用,,,
,十拿九稳,,,
,石火风灯,,,
,石破天惊,,,
,实力悬殊,,,
,拾级而上,,,
,拾级而上,,,
,拾级而上,,,
,拾人牙慧,,,
,拾人牙慧,,,
,拾人牙慧,,,
,食指大动,,,
,矢志不渝,,,
,豕突狼奔,,,
,豕突狼奔,,,
,始作俑者,,,
,始作俑者,,,
,始作俑者,,,
,始作俑者,,,
,士别三日,,,
,市场萧条,,,
,事必躬亲,,,
,拭目以待,,,
,拭目以待,,,
,拭目以待,,,
,拭目以待,,,
,适逢其会,,,
,舐犊情深,,,
,逝者如斯,,,
,逝者如斯,,,
,噬指弃薪,,,
,噬指弃薪,,,
,手足无措,,,
,守株待兔,,,
,首当其冲,,,
,首屈一指,,,
,首屈一指,,,
,首鼠两端,,,
,首鼠两端,,,
,首鼠两端,,,
,受宠若惊,,,
,授人以柄,,,
,授受不亲,,,
,瘦骨嶙峋,,,
,殊死搏斗,,,
,殊死搏斗,,,
,殊途同归,,,
,属垣有耳,,,
,属垣有耳,,,
,属垣有耳,,,
,鼠牙雀角,,,
,束发之年,,,
,束手无策,,,
,数典忘祖,,,
,数典忘祖,,,
,水到渠成,,,
,水到渠成,,,
,水流湍急,,,
,水落石出,,,
,水落石出,,,
,顺水推舟,,,
,顺藤摸瓜,,,
,顺藤摸瓜,,,
,顺藤摸瓜,,,
,瞬息万变,,,
,硕果累累,,,
,丝竹管弦,,,
,司空见惯,,,
,思贤如渴,,,
,厮守一生,,,
,死不瞑目,,,
,死不瞑目,,,
,死不瞑目,,,
,死不瞑目,,,
,死不瞑目,,,
,死而后已,,,
,死而后已,,,
,四方辐辏,,,
,四面楚歌,,,
,四面楚歌,,,
,四面楚歌,,,
,四面楚歌,,,
,四肢百骸,,,
,肆无忌惮,,,
,耸人听闻,,,
,耸人听闻,,,
,耸人听闻,,,
,耸⼈听闻,,,
,耸人听闻,,,
,耸入云天,,,
,搜肠刮肚,,,
,夙兴夜寐,,,
,诉诸笔端,,,
,溯江而上,,,
,随机应表,,,
,随声附和,,,
,随心所欲,,,
,随心所欲,,,
,所向披靡,,,
,所向披靡,,,
,所向披靡,,,
,所向披靡,,,
,索然无味,,,
,索然无味,,,
,踏破铁鞋,,,
,贪小失大,,,
,昙花一现,,,
,谈虎色变,,,
,谈笑风生,,,
,忐忑不安,,,
,坦荡如砥,,,
,袒胸露乳,,,
,叹为观止,,,
,叹为观止,,,
,叹为观止,,,
,叹为观止,,,
,叹为观止,,,
,螳臂当车,,,
,螳臂当车,,,
,螳臂当车,,,
,螳臂当车,,,
,螳臂当车,,,
,滔滔不绝,,,
,滔滔不绝,,,
,滔滔不绝,,,
,韬光养晦,,,
,韬光养晦,,,
,韬光养晦,,,
,逃之夭夭,,,
,逃之夭夭,,,
,逃之夭夭,,,
,腾蛟起凤,,,
,提携后进,,,
,醍醐灌顶,,,
,醍醐灌顶,,,
,醍醐灌顶,,,
,天高地迥,,,
,天经地义,,,
,天理昭彰,,,
,天理昭彰,,,
,天伦之乐,,,
,天生尤物,,,
,天生尤物,,,
,天生尤物,,,
,天网恢恢,,,
,"天网恢恢
疏而不漏",,,
,天网恢恢，疏而不漏,,,
,天网恢恢，疏而不漏,,,
,天下归心,,,
,天旋地转,,,
,天涯海角,,,
,天衣无缝,,,
,天衣无缝,,,
,添油加醋,,,
,挑拨离间,,,
,听之任之,,,
,听之任之,,,
,亭台楼阁,,,
,亭台楼阁,,,
,亭台楼阁,,,
,停滞不前,,,
,同舟共济,,,
,童叟无欺,,,
,偷偷摸摸,,,
,头晕目眩,,,
,投笔从戎,,,
,投机取巧,,,
,投袂而起,,,
,投桃报李,,,
,投桃报李,,,
,投桃报李,,,
,图穷匕见,,,
,图穷匕见,,,
,屠龙之技,,,
,屠龙之技,,,
,屠龙之技,,,
,吐哺握发,,,
,推波助澜,,,
,推崇备至,,,
,推心置腹,,,
,推心置腹,,,
,退避三舍,,,
,退避三舍,,,
,退避三舍,,,
,退避三舍,,,
,退避三舍,,,
,退避三舍,,,
,退避三舍,,,
,脱颖而出,,,
,脱颖而出,,,
,脱颖而出,,,
,脱颖而出,,,
,完美无瑕,,,
,宛如长虹,,,
,万般无奈,,,
,万人空巷,,,
,万人空巷,,,
,万人空巷,,,
,亡矢遗镞,,,
,网漏吞鱼,,,
,惘然若失,,,
,妄自菲薄,,,
,妄自菲薄,,,
,望尘莫及,,,
,望尘莫及,,,
,望尘莫及,,,
,望穿秋水,,,
,望穿秋水,,,
,望风披靡,,,
,望梅止渴,,,
,望其项背,,,
,望其项背,,,
,望其项背,,,
,望其项背,,,
,望文生义,,,
,望眼欲穿,,,
,望眼欲穿,,,
,望洋兴叹,,,
,望洋兴叹,,,
,危崖突兀,,,
,危言危行,,,
,危⾔危行,,,
,危在旦夕,,,
,偎干就湿,,,
,微不足道,,,
,微言大义,,,
,微言大义,,,
,围炉煮茗,,,
,唯唯诺诺,,,
,唯唯诺诺,,,
,唯唯诺诺,,,
,惟妙惟肖,,,
,惟妙惟肖,,,
,尾大不掉,,,
,尾大不掉,,,
,尾大不掉,,,
,委曲求全,,,
,委曲求全,,,
,为丛驱雀,,,
,为富不仁,,,
,为虎傅翼,,,
,为虎傅翼,,,
,为虎傅翼,,,
,为虎作伥,,,
,为山九仞,,,
,为山九仞,,,
,为山九仞,,,
,为所欲为,,,
,为渊驱鱼,,,
,为渊驱鱼,,,
,为渊驱鱼,,,
,"为渊驱鱼
为从驱雀",,,
,为渊驱鱼，为从驱雀,,,
,为渊驱鱼，为从驱雀,,,
,未雨绸缪,,,
,未雨绸缪,,,
,味同嚼蜡,,,
,畏首畏尾,,,
,畏缩不前,,,
,畏葸不前,,,
,蔚然成风,,,
,蔚然成风,,,
,魏鹊无枝,,,
,温故知新,,,
,温故知新,,,
,温故知新,,,
,文不加点,,,
,文不加点,,,
,文不加点,,,
,文不加点,,,
,文不加点,,,
,文不加点,,,
,文从字顺,,,
,文过饰非,,,
,闻过则喜,,,
,闻过则喜,,,
,闻所未闻,,,
,闻一知十,,,
,刎颈之交,,,
,刎颈之交,,,
,问鼎中原,,,
,瓮牖绳枢,,,
,我见犹怜,,,
,我见犹怜,,,
,我见犹怜,,,
,卧薪尝胆,,,
,乌鸟私情,,,
,无处逃遁,,,
,无的放矢,,,
,无冬无夏,,,
,无冬无夏,,,
,无冬无夏,,,
,无动于衷,,,
,无动于衷,,,
,无动于衷,,,
,无济于事,,,
,无济于事,,,
,无济于事,,,
,无济于事,,,
,无精打采,,,
,无可辩驳,,,
,⽆可厚非,,,
,无可奈何,,,
,无可奈何,,,
,无可指摘,,,
,无人问津,,,
,无人问津,,,
,无人问津,,,
,无人问津,,,
,无所不为,,,
,无所不为,,,
,无所不为,,,
,⽆所不为,,,
,⽆所不⾄,,,
,⽆所不至,,,
,无忧无虑,,,
,无缘无故,,,
,无怨无悔,,,
,吴下阿蒙,,,
,吴下阿蒙,,,
,吴越同舟,,,
,五彩斑斓,,,
,五雀六燕,,,
,五体投地,,,
,五脏六腑,,,
,物华天宝,,,
,物是人非,,,
,西泠印社,,,
,息息相关,,,
,息息相关,,,
,息息相关,,,
,悉听尊便,,,
,熙熙攘攘,,,
,熙熙攘攘,,,
,熙熙攘攘,,,
,熙熙攘攘,,,
,熙熙攘攘,,,
,膝行而前,,,
,席不暇暖,,,
,席不暇暖,,,
,席不暇暖,,,
,洗耳恭听,,,
,洗耳恭听,,,
,洗耳恭听,,,
,洗心革面,,,
,喜出望外,,,
,喜出望外,,,
,喜闻乐见,,,
,细大不捐,,,
,细大不捐,,,
,匣里龙吟,,,
,匣里龙吟,,,
,匣里龙吟,,,
,瑕不掩瑜,,,
,瑕不掩瑜,,,
,瑕不掩瑜,,,
,下里巴人,,,
,下里巴人,,,
,下里巴人,,,
,仙露琼浆,,,
,鲜为人知,,,
,相得益彰,,,
,相得益彰,,,
,相辅相成,,,
,相敬如宾,,,
,相濡以沫,,,
,相濡以沫,,,
,相濡以沫,,,
,相濡以沫,,,
,相濡以沫,,,
,相濡以沫,,,
,相视而笑,,,
,相忘江湖,,,
,相形见绌,,,
,响遏行云,,,
,向死而生,,,
,项背相望,,,
,项庄舞剑,,,
,宵衣旰食,,,
,宵衣旰食,,,
,萧规曹随,,,
,销声匿迹,,,
,销声匿迹,,,
,小鸡肚肠,,,
,小家碧玉,,,
,小心翼翼,,,
,小心翼翼,,,
,楔形文字,,,
,歇斯底里,,,
,卸磨杀驴,,,
,心安理得,,,
,心急如焚,,,
,心急如焚,,,
,心旷神怡,,,
,心旷神怡,,,
,心旷神怡,,,
,心旷神怡,,,
,心无挂碍,,,
,心无旁骛,,,
,心有灵犀,,,
,心有余悸,,,
,薪火相传,,,
,薪尽火传,,,
,信笔涂鸦,,,
,信口雌黄,,,
,信口开河,,,
,信誓旦旦,,,
,信手拈来,,,
,星斗阑干,,,
,星火燎原,,,
,行不履危,,,
,行将就木,,,
,行之有效,,,
,形销骨立,,,
,形影相吊,,,
,形影相吊,,,
,兴高采烈,,,
,兴尽悲来,,,
,幸免罹难,,,
,幸灾乐祸,,,
,凶神恶煞,,,
,兄弟参商,,,
,兄弟孔怀,,,
,兄弟阋墙,,,
,汹涌澎湃,,,
,胸有成竹,,,
,胸中丘壑,,,
,雄心壮志,,,
,休戚相关,,,
,休戚相关,,,
,休戚相关,,,
,休戚相关,,,
,休戚相关,,,
,休戚与共,,,
,休戚与共,,,
,修弊补罅,,,
,秀色可餐,,,
,秀色可餐,,,
,秀色可餐,,,
,袖手旁观,,,
,袖手旁观,,,
,虚无缥缈,,,
,虚无缥缈,,,
,虚无缥缈,,,
,栩栩如生,,,
,续貂之作,,,
,蓄意中伤,,,
,轩然大波,,,
,悬崖勒马,,,
,削发披缁,,,
,削足适履,,,
,学而不厌,,,
,学而不厌,,,
,学富五车,,,
,血气方刚,,,
,血雨腥风,,,
,谑而不虐,,,
,谑而不虐,,,
,循规蹈矩,,,
,循序渐进,,,
,循序渐进,,,
,循循善诱,,,
,徇私枉法,,,
,鸦雀无声,,,
,鸦雀无声,,,
,牙牙学语,,,
,牙牙学语,,,
,牙牙学语,,,
,雅俗共赏,,,
,恹恹欲睡,,,
,言不及义,,,
,言辞犀利,,,
,言外之意,,,
,言之有物,,,
,言之凿凿,,,
,言之凿凿,,,
,奄奄一息,,,
,掩耳盗铃,,,
,掩耳盗铃,,,
,掩耳盗铃,,,
,掩目捕雀,,,
,掩目捕雀,,,
,掩目捕雀,,,
,眼花缭乱,,,
,眼花缭乱,,,
,眼花缭乱,,,
,眼中拔钉,,,
,眼中拔钉,,,
,眼中拔钉,,,
,燕颔虎颈,,,
,燕雀安知鸿鹄之志,,,
,燕雀处堂,,,
,殃及池鱼,,,
,扬鞭策马,,,
,阳春白雪,,,
,阳春白雪,,,
,阳奉阴违,,,
,洋洋洒洒,,,
,仰之弥高,,,
,怏怏不乐,,,
,杳无消息,,,
,杳无音信,,,
,咬⽂嚼字,,,
,咬文嚼字,,,
,咬牙跺脚,,,
,窈窕淑女,,,
,窈窕淑女,,,
,窈窕淑女,,,
,耀武扬威,,,
,业精于勤,,,
,叶公好龙,,,
,叶公好龙,,,
,叶公好龙,,,
,一筹莫展,,,
,一蹴而就,,,
,一蹴而就,,,
,"一夫当关
万夫莫开",,,
,一夫当关，万夫莫开,,,
,一夫当关，万夫莫开,,,
,一夫当关，万夫莫开,,,
,一傅众咻,,,
,一傅众咻,,,
,一鼓作气,,,
,一鼓作气,,,
,一见如故,,,
,一见钟情,,,
,一箭之地,,,
,一介书生,,,
,一举歼灭,,,
,一脉相承,,,
,一目十行,,,
,一目十行,,,
,一目十行,,,
,一片狼藉,,,
,一曝十寒,,,
,一气呵成,,,
,一窍不通,,,
,一丘之貉,,,
,一如既往,,,
,一如既往,,,
,一视同仁,,,
,一丝不苟,,,
,一五一十,,,
,一泻千里,,,
,一泻千里,,,
,一心一意,,,
,一言九鼎,,,
,一言九鼎,,,
,一以贯之,,,
,一意孤行,,,
,一知半解,,,
,衣衫褴褛,,,
,依山傍水,,,
,怡然自乐,,,
,贻害无穷,,,
,贻人口实,,,
,贻笑大方,,,
,贻笑大方,,,
,移花接木,,,
,移花接木,,,
,移花接木,,,
,遗世独立,,,
,颐养天年,,,
,颐养天年,,,
,颐指气使,,,
,颐指气使,,,
,颐指气使,,,
,以暴易暴,,,
,以儆效尤,,,
,以儆效尤,,,
,以邻为壑,,,
,以邻为壑,,,
,以身殉职,,,
,以身作则,,,
,以退为进,,,
,以牙还牙,,,
,倚老卖老,,,
,倚门倚闾,,,
,义愤填膺,,,
,义愤填膺,,,
,义结金兰,,,
,义无反顾,,,
,亦步亦趋,,,
,异想天开,,,
,抑扬顿挫,,,
,抑扬顿挫,,,
,抑扬顿挫,,,
,意气用事,,,
,意味深长,,,
,意兴阑珊,,,
,意兴阑珊,,,
,意犹未足,,,
,溢美之词,,,
,溢于言表,,,
,溢于言表,,,
,溢于言表,,,
,因地制宜,,,
,因地制宜,,,
,因人成事,,,
,因⼈成事,,,
,因噎废食,,,
,因噎废食,,,
,因噎废食,,,
,阴晴圆缺,,,
,寅吃卯粮,,,
,寅吃卯粮,,,
,淫雨霏霏,,,
,引咎辞职,,,
,饮鸩止渴,,,
,饮鸩止渴,,,
,饮鸩止渴,,,
,饮鸩止渴,,,
,应付裕如,,,
,应接不暇,,,
,应接不暇,,,
,迎刃而解,,,
,蝇营狗苟,,,
,蝇营狗苟,,,
,拥挤不堪,,,
,庸人自扰,,,
,喁喁不休,,,
,喁喁不休,,,
,喁喁不休,,,
,踊跃报名,,,
,用舍行藏,,,
,用舍行藏,,,
,用舍行藏,,,
,忧心忡忡,,,
,忧心忡忡,,,
,犹豫不决,,,
,油光可鉴,,,
,油然而生,,,
,游目骋怀,,,
,游目骋怀,,,
,游刃有余,,,
,有口皆碑,,,
,有口皆碑,,,
,有声有色,,,
,有条不紊,,,
,有志竟成,,,
,于心不忍,,,
,于心不忍,,,
,余音袅袅,,,
,余勇可贾,,,
,余勇可贾,,,
,盂方水方,,,
,盂方水方,,,
,盂方水方,,,
,鱼传尺素,,,
,鱼传尺素,,,
,鱼传尺素,,,
,鱼贯而入,,,
,鱼贯而入,,,
,鱼贯而入,,,
,鱼龙混杂,,,
,鱼龙混杂,,,
,鱼龙混杂,,,
,鱼目混珠,,,
,鱼目混珠,,,
,鱼目混珠,,,
,鱼肉百姓,,,
,与日俱增,,,
,与日俱增,,,
,雨后春笋,,,
,语无伦次,,,
,语重心长,,,
,缘木求鱼,,,
,缘木求鱼,,,
,缘木求鱼,,,
,缘木求鱼,,,
,猿猴取月,,,
,猿猴取月,,,
,猿猴取月,,,
,怨天尤人,,,
,约定俗成,,,
,约法三章,,,
,跃然纸上,,,
,越俎代庖,,,
,越俎代庖,,,
,越俎代庖,,,
,越俎代庖,,,
,云程发轫,,,
,云涌飙发,,,
,芸芸众生,,,
,殒身不恤,,,
,殒身不恤,,,
,再作冯妇,,,
,在此一举,,,
,载舟覆舟,,,
,攒三聚五,,,
,臧否人物,,,
,责无旁贷,,,
,责无旁贷,,,
,责⽆旁贷,,,
,责无旁贷,,,
,啧啧称奇,,,
,啧啧称奇,,,
,啧啧称奇,,,
,沾花惹草,,,
,瞻前顾后,,,
,瞻前顾后,,,
,斩木揭竿,,,
,崭露头角,,,
,崭露头角,,,
,战战兢兢,,,
,战战兢兢，如临深渊，如履薄冰,,,
,张冠李戴,,,
,张冠李戴,,,
,张目结舌,,,
,章台杨柳,,,
,章台杨柳,,,
,章台杨柳,,,
,长歌当哭,,,
,长途跋涉,,,
,招摇撞骗,,,
,遮天蔽日,,,
,遮天蔽日,,,
,折冲樽俎,,,
,折冲樽俎,,,
,针砭时弊,,,
,枕戈待旦,,,
,振聋发聩,,,
,振聋发聩,,,
,振聋发聩,,,
,振振有词,,,
,振振有词,,,
,振振有词,,,
,振振有词,,,
,震耳欲聋,,,
,震耳欲聋,,,
,震耳欲聋,,,
,峥嵘岁月,,,
,铮铮铁骨,,,
,铮铮铁骨,,,
,铮铮铁骨,,,
,整冠纳履,,,
,整冠纳履,,,
,正襟危坐,,,
,正襟危坐,,,
,正人君子,,,
,正声雅音,,,
,郑人买履,,,
,郑卫之音,,,
,郑重其事,,,
,政由己出,,,
,芝兰玉树,,,
,芝兰玉树,,,
,执迷不悟,,,
,直抒胸臆,,,
,咫尺天涯,,,
,咫尺天涯,,,
,咫尺天涯,,,
,指桑骂槐,,,
,至死不懈,,,
,炙手可热,,,
,炙手可热,,,
,炙手可热,,,
,炙手可热,,,
,炙手可热,,,
,炙手可热,,,
,炙手可热,,,
,栉风沐雨,,,
,栉风沐雨,,,
,置若罔闻,,,
,置若罔闻,,,
,置之不理,,,
,置之度外,,,
,中规中矩,,,
,中流砥柱,,,
,终南捷径,,,
,钟鸣鼎食,,,
,钟鸣鼎食,,,
,种瓜得瓜,,,
,种瓜得瓜,,,
,种瓜得瓜,,,
,众声喧哗,,,
,众矢之的,,,
,众说纷纭,,,
,重蹈覆辙,,,
,重蹈覆辙,,,
,重蹈覆辙,,,
,重峦叠嶂,,,
,周而复始,,,
,周公吐哺,,,
,朱雀玄武,,,
,珠光宝气,,,
,诸如此类,,,
,铢两悉称,,,
,蛛丝马迹,,,
,蛛丝马迹,,,
,舳舻千里,,,
,煮豆燃萁,,,
,专心致志,,,
,转瞬即逝,,,
,庄周梦蝶,,,
,装模作样,,,
,追悔莫及,,,
,谆谆告诫,,,
,谆谆告诫,,,
,谆谆告诫,,,
,卓尔不群,,,
,卓有成效,,,
,卓有成效,,,
,捉襟见肘,,,
,捉襟见肘,,,
,捉襟见肘,,,
,捉襟见肘,,,
,擢发难数,,,
,孜孜不倦,,,
,孜孜不倦,,,
,锱铢必较,,,
,锱铢必较,,,
,锱铢必较,,,
,龇牙咧嘴,,,
,自暴自弃,,,
,自惭形秽,,,
,自吹自擂,,,
,自甘堕落,,,
,自矜功伐,,,
,自矜功伐,,,
,自矜功伐,,,
,自欺欺人,,,
,自炫其能,,,
,自言自语,,,
,自圆其说,,,
,自怨自艾,,,
,恣意妄为,,,
,总角之交,,,
,走投无路,,,
,走投无路,,,
,钻之弥坚,,,
,罪不容诛,,,
,罪不容诛,,,
,罪不容诛,,,
,罪不容诛,,,
,左右逢源,,,
,左支右绌,,,
,作壁上观,,,
,作奸犯科,,,
